	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS-CoV-2_1	Series1_NHBE_SARS-CoV-2_2	Series1_NHBE_SARS-CoV-2_3	Series9_NHBE_Mock_1	Series9_NHBE_Mock_2	Series9_NHBE_Mock_3	Series9_NHBE_IAV_1	Series9_NHBE_IAV_2	Series9_NHBE_IAV_3
MIR3689B	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0	0	0	0	0	0	0
FCN2	0	0	0	0	0	0	0	0	0	0	0	0
FCN1	0	0	0	0	0	0	0	0	0	0	0	0
OLFM1	3	1	1	3	2	9	2	1	1	1	1	1
LOC401557	0	0	0	0	0	0	0	0	0	0	0	0
C9orf62	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R26	250	228	321	263	203	602	152	144	178	698	166	164
C9orf116	13	9	22	13	16	25	11	4	9	15	4	4
MRPS2	373	359	518	487	318	1053	213	198	240	995	238	177
LCN1	0	0	0	0	0	0	0	0	0	0	0	0
OBP2A	0	0	0	0	0	0	0	0	0	0	0	0
PAEP	0	0	0	0	0	0	0	0	0	2	0	0
GLT6D1	0	0	0	0	0	0	0	0	0	0	0	0
LCN9	0	0	0	0	0	0	0	0	0	0	0	0
SOHLH1	0	0	0	0	0	0	0	0	0	0	0	0
KCNT1	0	0	0	0	0	0	2	0	0	2	0	3
CAMSAP1	738	671	1017	640	555	1662	270	272	251	1587	308	354
UBAC1	305	311	395	269	235	779	205	195	231	765	145	207
NACC2	392	394	527	389	274	779	180	166	239	1066	219	234
LHX3	0	0	0	0	0	0	0	0	0	2	0	1
QSOX2	187	174	287	201	171	493	143	128	125	747	172	206
DKFZP434A062	0	1	0	0	0	0	0	0	0	2	0	0
GPSM1	111	161	174	159	100	354	145	129	149	365	83	136
DNLZ	19	17	35	20	10	40	39	41	89	210	34	50
CARD9	2	4	6	13	4	14	8	5	7	19	6	4
SNAPC4	268	291	383	381	241	783	193	173	254	1073	242	168
PMPCA	726	702	1004	814	714	2096	503	484	764	3028	585	600
INPP5E	124	120	174	162	131	326	173	154	171	558	136	155
SEC16A	1944	1944	2905	2084	1660	5191	949	924	910	5437	1217	1311
C9orf163	0	0	2	4	1	0	0	1	1	12	0	10
NOTCH1	1836	2322	2812	1949	1130	3630	1005	875	729	3679	784	1324
MIR4673	0	0	0	0	0	0	0	0	0	0	0	0
MIR4674	0	0	0	0	0	0	0	0	1	0	0	1
EGFL7	90	87	120	114	69	214	121	119	166	579	107	160
MIR126	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT2	207	272	292	349	192	522	357	406	490	1607	356	361
FAM69B	9	16	11	7	13	16	7	5	12	29	3	11
SNHG7	134	154	177	119	94	328	161	196	217	626	122	139
LCN10	0	0	0	0	0	0	0	0	0	0	0	0
LCN6	0	0	0	0	0	0	0	0	0	0	0	0
LOC100128593	0	0	0	0	0	0	0	0	0	0	0	0
LCN8	0	0	0	0	0	0	0	0	0	0	0	0
LCN15	0	0	2	0	0	0	0	0	0	2	0	0
TMEM141	510	434	698	456	449	1392	323	338	502	1214	332	316
RABL6	1022	1009	1573	1074	888	2659	713	689	804	2774	625	573
MIR4292	2	4	4	5	1	4	2	1	1	11	0	1
PHPT1	695	675	952	654	564	1656	371	395	600	1439	319	411
MAMDC4	29	67	72	54	36	98	21	24	58	96	20	38
EDF1	2544	2517	3931	3210	2078	7096	1016	1131	1520	4179	1188	921
TRAF2	138	173	246	216	154	534	126	132	172	584	144	129
MIR4479	0	0	0	0	0	0	0	0	0	0	0	1
FBXW5	361	495	584	657	296	1147	502	497	683	2419	596	530
C8G	0	1	5	3	1	7	1	1	2	14	4	1
LCN12	0	2	4	2	1	2	0	1	1	4	0	3
PTGDS	0	0	0	0	1	2	1	2	1	0	1	1
LCNL1	0	0	0	0	0	0	0	0	0	0	0	0
CLIC3	74	120	164	147	78	271	284	357	411	342	69	327
ABCA2	311	379	465	403	252	708	103	92	133	357	87	179
C9orf139	0	0	0	0	0	0	1	0	0	0	0	0
FUT7	0	0	0	0	0	0	0	0	0	0	0	0
NPDC1	260	343	421	337	215	655	306	321	462	1130	217	303
ENTPD2	18	35	36	25	22	46	8	19	12	35	9	20
SAPCD2	26	23	51	30	19	88	45	34	27	95	18	22
UAP1L1	124	174	215	155	100	294	53	60	82	226	41	64
MAN1B1	1286	1156	1437	1137	1001	2625	470	466	594	2710	594	760
DPP7	305	370	411	405	200	632	322	322	428	1079	306	386
GRIN1	2	0	2	5	5	13	4	3	3	15	1	4
LRRC26	0	0	1	0	0	0	0	0	6	0	0	2
MIR3621	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC2	149	161	154	175	105	315	171	170	267	851	202	247
SSNA1	194	176	250	228	138	523	339	364	409	1203	305	266
TPRN	40	42	47	31	20	55	44	34	62	158	30	36
TMEM203	108	115	192	132	104	332	196	189	229	972	228	260
NDOR1	139	189	252	162	127	391	239	234	295	923	202	174
RNF208	12	19	22	16	17	54	10	18	14	20	3	18
RNF224	1	0	0	0	1	0	2	5	6	3	0	7
SLC34A3	0	1	0	0	0	0	0	2	3	11	3	16
TUBB4B	4265	3683	6133	5265	4267	14290	4084	4355	5508	17048	4260	3324
FAM166A	7	12	1	9	7	39	0	0	0	0	0	0
NELFB	430	411	480	427	329	1010	461	521	665	2722	620	594
TOR4A	308	377	398	374	275	879	293	300	379	1621	302	387
NRARP	70	68	124	49	44	198	215	218	64	114	22	51
EXD3	19	11	25	16	12	18	40	33	51	124	35	41
NOXA1	16	24	20	37	7	23	20	21	35	21	2	13
ENTPD8	0	1	1	0	0	0	0	0	1	2	0	0
NSMF	618	679	984	739	489	1818	479	468	609	2401	523	634
PNPLA7	7	5	4	9	3	4	4	2	3	5	1	5
MRPL41	106	93	124	137	60	227	329	352	555	1198	240	279
ZMYND19	171	193	246	192	158	428	137	173	331	612	156	145
ARRDC1	312	318	459	383	311	853	421	438	532	1443	329	327
EHMT1	837	730	1250	841	699	2023	347	363	437	1694	429	470
MIR602	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1B	1	2	0	4	0	1	0	0	0	0	0	1
TUBBP5	9	4	10	3	8	7	2	1	2	8	0	2
FAM157B	0	2	0	0	0	2	6	7	5	17	8	4
FLJ43315	0	0	0	0	0	0	0	0	0	0	0	0
FAM230C	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288966	0	0	0	0	0	0	0	0	0	0	0	0
LOC100233156	0	0	0	0	0	0	0	0	0	0	0	0
LOC389834	0	0	0	0	0	0	0	0	0	0	0	0
LOC283788	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507412	0	0	0	0	0	0	0	0	0	0	0	0
PLCXD1	126	135	188	122	114	347	102	89	91	315	67	72
GTPBP6	77	109	129	122	56	176	142	135	182	580	161	144
LINC00685	11	14	23	9	6	33	3	1	0	4	1	2
PPP2R3B	59	48	59	60	38	114	71	73	77	219	47	58
SHOX	0	0	0	0	0	0	0	0	0	0	0	0
CRLF2	0	0	0	0	0	0	0	0	0	0	0	0
CSF2RA	0	0	0	0	0	0	0	0	0	0	0	0
MIR3690	0	0	0	0	0	0	0	0	0	0	0	0
IL3RA	1	0	0	0	0	0	3	5	8	26	7	4
SLC25A6	5602	6424	9019	6966	4600	14886	2288	2312	2663	8183	2250	2133
ASMTL-AS1	68	73	73	85	56	164	19	27	34	72	17	25
ASMTL	171	150	259	185	166	516	136	147	197	636	148	178
P2RY8	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17A	419	414	602	460	352	1113	345	307	484	1986	424	500
ASMT	3	2	1	1	1	2	1	1	0	7	1	0
DHRSX	251	282	446	276	271	814	120	163	163	599	173	169
ZBED1	316	257	473	306	286	745	178	153	162	788	139	213
CD99P1	131	113	185	91	92	320	37	40	53	246	44	40
LINC00102	0	0	0	0	0	0	0	0	0	0	0	0
CD99	2561	2253	2796	2673	2468	7353	1213	1257	1027	6079	1361	956
XG	159	141	171	91	106	313	25	24	36	154	25	101
GYG2	1	2	1	1	2	0	1	0	0	7	0	2
ARSD	531	456	660	426	414	1302	132	132	104	646	161	221
ARSE	6	3	6	2	0	3	2	0	0	5	5	2
ARSH	0	1	0	0	0	0	0	0	0	0	0	1
ARSF	1	1	0	0	0	0	0	0	0	0	0	1
MXRA5	844	786	1049	381	415	934	71	57	21	179	54	181
PRKX	1120	1079	1778	924	964	2832	217	202	267	1427	322	447
LOC389906	190	184	271	173	193	549	92	107	120	400	74	84
NLGN4X	12	9	30	7	11	30	1	2	1	14	1	1
MIR4770	0	0	0	0	0	0	0	0	0	0	0	0
VCX3A	0	0	0	0	0	0	0	0	0	0	0	0
MIR4767	0	0	0	0	0	0	0	0	0	0	0	0
STS	502	415	725	484	459	1309	75	82	112	635	126	197
VCX	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA4	722	596	986	505	522	1644	191	222	261	811	192	246
MIR651	0	0	0	0	0	0	0	0	0	0	0	0
VCX2	0	0	0	0	0	0	0	0	0	0	0	0
VCX3B	1	0	0	0	0	2	0	1	0	0	0	0
FAM9A	0	0	0	0	0	0	0	0	0	0	0	0
FAM9B	0	0	0	0	0	0	0	0	0	0	0	0
TBL1X	198	193	285	201	200	515	53	55	61	312	99	75
GPR143	0	0	6	5	3	5	1	3	4	5	2	2
SHROOM2	249	259	402	234	167	459	123	114	118	455	107	124
WWC3	424	378	594	354	297	987	174	189	143	849	180	220
CLCN4	62	50	70	54	55	136	12	16	11	83	18	10
MID1	532	549	870	443	434	1284	130	125	143	787	149	211
HCCS	292	272	541	269	251	805	149	184	275	1345	298	335
ARHGAP6	3	10	8	3	6	10	1	0	0	0	1	0
AMELX	0	0	0	0	0	0	0	0	0	0	0	0
MSL3	639	564	882	486	552	1616	117	107	166	903	188	250
FRMPD4	8	7	0	2	2	12	0	0	1	5	3	0
PRPS2	245	223	422	198	180	478	176	196	221	902	171	205
TLR7	0	0	0	0	0	0	0	0	0	0	0	0
TLR8-AS1	0	0	0	0	0	0	0	0	0	3	0	0
TLR8	0	0	0	0	0	0	0	0	0	0	0	0
TMSB4X	9215	7810	14748	7406	7865	24768	12598	13721	14853	49104	14520	13981
FAM9C	0	0	0	0	1	2	0	0	0	0	0	0
ATXN3L	0	0	0	0	0	0	0	0	0	0	0	0
EGFL6	150	148	271	87	91	299	8	6	8	16	5	12
TCEANC	25	20	30	7	14	35	12	4	15	62	3	22
RAB9A	461	511	887	422	430	1304	184	180	320	1068	205	289
TRAPPC2	272	219	352	172	189	648	89	77	150	622	87	113
OFD1	598	585	1016	483	510	1388	181	196	270	908	179	231
GPM6B	1	5	0	0	1	2	2	1	3	26	4	16
GEMIN8	121	100	182	117	114	350	119	139	197	560	158	132
GLRA2	0	0	0	0	0	0	0	0	0	3	0	0
FANCB	6	8	18	3	7	17	13	14	9	74	8	9
MOSPD2	176	148	275	119	138	417	69	76	116	682	114	178
ASB9	22	21	27	10	19	26	2	4	9	21	2	8
ASB11	0	0	0	0	0	0	0	0	0	8	0	1
PIGA	158	140	316	125	166	481	75	61	127	735	122	146
PIR-FIGF	0	0	0	1	0	4	0	0	0	0	0	0
PIR	46	63	76	36	35	101	12	17	32	65	10	17
BMX	1	1	3	1	3	2	0	0	2	0	1	3
ACE2	41	42	54	41	37	149	9	9	14	29	7	45
CA5BP1	36	51	93	57	50	134	75	73	108	340	89	91
CA5B	72	93	151	59	65	208	12	10	24	84	13	41
INE2	0	0	0	0	0	3	0	0	0	0	0	0
ZRSR2	959	775	1163	706	877	2394	117	113	101	315	84	68
AP1S2	13	13	29	12	14	39	12	13	26	151	16	20
GRPR	3	0	0	0	0	0	0	0	0	1	0	0
CTPS2	511	390	739	305	393	1166	140	131	141	851	162	185
S100G	0	0	0	0	0	0	0	0	0	0	0	0
SYAP1	1251	1066	1978	962	1028	2938	560	679	927	3383	687	772
TXLNG	526	478	928	459	496	1408	222	221	290	1763	358	366
RBBP7	1203	1108	1900	988	1069	2946	638	600	717	2778	638	771
REPS2	91	57	136	70	63	195	10	12	12	108	22	25
NHS	186	210	358	182	166	473	94	65	69	352	83	78
MIR4768	0	0	0	0	0	0	0	1	0	7	0	0
SCML1	28	43	93	41	36	117	29	37	52	203	49	46
RAI2	0	2	0	1	2	3	0	0	0	0	0	0
BEND2	0	0	0	0	0	0	0	0	0	0	0	0
SCML2	3	1	4	2	4	5	2	4	3	25	4	4
CDKL5	122	114	153	89	78	278	56	55	41	351	95	78
RS1	0	0	0	0	0	0	1	0	0	2	0	0
PPEF1	1	0	0	2	0	0	0	0	0	8	1	1
PHKA2-AS1	2	4	0	0	1	2	1	1	0	0	0	1
PHKA2	342	306	460	325	307	891	103	96	102	501	146	115
PDHA1	1300	1060	1549	995	1172	3597	441	414	599	1855	478	426
MAP3K15	1	1	0	3	1	3	0	0	1	3	2	1
SH3KBP1	1239	1020	1699	1201	1275	4114	389	391	361	2510	555	271
LOC729609	0	0	0	0	0	0	0	0	0	0	0	1
MAP7D2	68	64	94	16	30	60	9	5	9	14	10	3
MIR23C	2	1	4	0	0	0	0	0	0	0	0	0
EIF1AX	505	541	1182	486	483	1527	504	553	1078	3835	768	1223
SCARNA9L	2	1	2	2	0	5	1	1	0	0	0	1
RPS6KA3	450	433	1113	446	474	1418	196	234	359	2209	382	518
CNKSR2	0	2	0	1	1	1	0	0	0	0	0	0
KLHL34	0	0	0	0	0	0	0	0	0	0	0	1
SMPX	1	0	0	1	1	0	0	0	0	3	0	1
MBTPS2	107	125	292	109	135	325	60	82	107	584	116	237
YY2	42	38	49	37	32	105	15	17	23	85	13	17
SMS	3622	2871	5106	2835	3315	9754	1637	1679	1970	8847	1804	1704
PHEX	72	44	105	40	48	115	24	37	62	316	59	96
PHEX-AS1	0	0	0	0	0	0	0	0	0	0	0	1
DDX53	0	0	0	0	0	0	0	0	0	0	0	0
PTCHD1	0	0	0	0	0	0	0	0	1	0	0	0
PRDX4	719	646	1074	662	697	1964	447	468	658	2687	566	664
ACOT9	787	676	1192	687	774	2333	418	431	555	2679	695	538
SAT1	13268	11395	18903	12873	13765	41328	4376	4794	6799	20558	4590	6206
APOO	79	93	215	112	91	293	77	75	145	290	53	72
CXorf58	2	4	7	1	5	3	2	3	3	17	2	0
KLHL15	39	39	57	33	31	119	15	19	28	195	30	41
EIF2S3	3424	3121	5774	2926	3251	9430	1402	1456	2359	9343	1918	2221
ZFX-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ZFX	466	435	801	402	418	1225	166	161	200	1243	297	312
SUPT20HL2	0	0	0	0	0	0	0	0	0	0	0	0
SUPT20HL1	0	0	0	0	0	0	0	0	0	0	0	0
PDK3	254	217	456	178	201	519	78	68	88	407	91	141
PCYT1B	47	55	62	51	61	160	13	18	13	100	18	7
POLA1	125	101	175	85	99	281	87	91	71	316	65	80
SCARNA23	0	0	0	0	0	0	0	0	1	0	0	0
ARX	0	0	0	0	0	0	0	0	0	3	0	0
MAGEB18	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB5	0	0	0	0	0	0	0	0	0	0	0	0
VENTXP1	0	0	0	0	0	0	0	0	0	0	0	0
DCAF8L2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB10	0	0	0	0	0	0	0	0	0	0	0	0
DCAF8L1	0	0	0	0	0	0	0	0	0	0	0	0
IL1RAPL1	6	3	0	1	0	6	0	0	0	0	1	0
MAGEB2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB4	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB1	0	0	0	0	0	0	0	0	0	0	0	0
NR0B1	0	0	3	1	1	5	0	0	1	0	0	0
CXorf21	0	0	0	0	0	0	0	0	0	0	0	0
GK	52	51	74	61	70	161	10	15	24	124	15	12
TAB3	1592	1622	2751	1401	1498	4196	197	181	268	1839	341	360
FTHL17	0	0	0	0	0	0	0	0	0	0	0	0
DMD	250	204	314	173	170	572	64	52	84	467	98	117
FAM47A	0	0	0	0	0	0	0	0	0	0	0	0
TMEM47	27	27	62	25	22	53	10	8	6	95	12	25
FAM47B	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0	0	0	0	0	0	0
FAM47C	0	0	0	0	0	9	0	0	0	0	0	0
FTH1P18	0	0	0	0	0	0	0	0	0	0	0	0
PRRG1	313	317	562	284	295	953	95	106	132	724	110	172
LANCL3	8	5	3	2	6	21	4	4	6	24	4	2
XK	2	1	6	5	5	19	4	5	1	13	2	2
CYBB	1	0	0	0	0	3	0	0	1	0	0	0
DYNLT3	510	578	1408	396	422	1340	186	187	436	1821	227	416
SYTL5	90	79	126	52	43	126	10	14	35	25	5	19
SRPX	346	237	419	224	254	641	150	151	196	787	176	160
RPGR	75	77	141	50	67	177	31	18	39	149	28	35
OTC	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN7	35	39	30	21	21	56	7	4	12	45	12	5
MID1IP1	869	958	1516	850	692	2443	469	468	695	2624	637	561
BCOR	463	417	600	365	336	963	171	136	102	671	166	224
ATP6AP2	883	977	2164	834	797	2233	402	493	915	4073	676	1207
MPC1L	0	0	0	0	0	0	1	0	0	0	0	0
CXorf38	256	230	389	281	266	654	121	125	206	923	216	245
MED14	851	745	1338	633	699	1963	286	313	283	1849	354	482
LOC100132831	0	0	0	0	0	0	0	0	1	0	0	0
USP9X	2939	2617	4235	2172	2428	6784	777	877	913	6035	1349	1646
DDX3X	4795	4612	9082	4221	4222	12256	1295	1272	2224	13367	2582	3232
NYX	0	0	0	0	0	0	0	0	0	1	0	0
CASK	1249	1100	1966	928	1159	2908	193	205	200	1106	229	348
GPR34	0	0	0	0	0	0	0	0	0	0	0	0
GPR82	0	0	0	0	0	0	0	0	0	0	0	1
MAOA	1832	1515	2657	1750	2022	5504	433	467	536	3057	650	683
MAOB	28	31	24	11	13	13	2	1	8	18	7	3
NDP	0	0	0	0	0	0	0	0	0	0	0	0
EFHC2	2	2	5	2	3	4	0	0	2	6	0	2
FUNDC1	250	288	500	219	214	609	104	111	181	654	159	174
DUSP21	0	0	0	0	0	0	0	0	0	0	0	0
KDM6A	633	635	988	520	569	1493	195	177	170	1353	318	301
CXorf36	0	0	0	0	0	0	1	2	0	6	2	2
MIR221	40	70	80	20	28	66	3	1	4	28	2	3
MIR222	2	1	3	0	1	2	0	0	1	0	0	0
KRBOX4	90	74	130	79	79	205	41	47	57	234	45	59
ZNF674	28	27	41	30	25	85	6	12	9	63	9	15
ZNF674-AS1	21	14	34	17	20	64	7	4	10	82	18	23
CHST7	30	35	49	31	28	57	15	34	32	89	27	21
SLC9A7	543	544	897	599	566	1731	101	94	128	744	162	185
RP2	402	364	543	342	362	1021	127	159	205	1451	282	312
RGN	2	4	1	3	2	14	0	1	1	6	0	1
NDUFB11	219	234	347	248	180	663	279	286	377	1265	286	280
RBM10	697	748	1086	790	649	1993	370	391	427	1817	443	436
UBA1	5845	5404	8476	6273	5309	16376	3481	3328	2874	19169	4743	4106
INE1	23	63	48	27	41	134	5	1	11	45	8	11
CDK16	1454	1346	2017	1552	1389	4025	673	705	674	3244	802	827
USP11	164	125	214	144	122	341	88	99	87	365	101	84
ZNF157	0	1	2	0	0	3	0	1	0	0	0	0
SNORA11C	0	0	0	0	0	0	0	0	0	0	0	0
ZNF41	203	160	293	170	153	465	48	59	42	307	53	68
ARAF	472	475	670	561	367	1180	192	188	196	1403	281	295
SYN1	13	6	14	10	9	16	2	4	2	13	5	1
TIMP1	1793	1860	2177	2000	1508	4882	1569	1802	1058	13138	2991	1842
MIR4769	0	0	0	0	0	0	0	0	0	0	0	0
CFP	0	1	4	1	0	0	1	3	0	2	1	1
ELK1	243	215	342	193	191	543	166	148	149	679	159	149
UXT	394	325	513	357	304	1003	150	142	210	577	144	166
CXXC1P1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF81	116	127	245	100	104	300	17	10	23	144	31	57
ZNF182	121	121	227	91	107	284	33	23	34	204	18	53
SPACA5	0	0	0	0	0	0	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0	0	0	0	0	0	0
ZNF630	61	49	108	34	53	168	13	2	10	35	12	11
SSX5	1	0	0	0	0	0	0	0	0	0	0	0
SSX1	0	0	0	0	0	0	0	0	0	0	0	0
SSX3	0	0	0	0	0	0	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0	0	0	0	0	0	0
SSX4	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A5	2002	1940	2681	2175	1800	5171	1152	1168	1510	5868	1459	1484
FTSJ1	1031	996	1575	1206	960	2864	623	610	793	3517	772	783
PORCN	978	1144	1404	1191	971	2949	415	451	487	2672	653	737
EBP	1145	1182	1387	1145	1226	3531	570	538	609	1861	502	296
TBC1D25	261	284	311	197	160	617	88	83	72	476	118	94
RBM3	3598	2902	4014	2698	2706	7956	1663	1855	2452	10550	2404	1785
WDR13	395	447	647	517	363	1093	249	299	359	1318	324	195
WAS	7	8	10	11	8	24	0	0	4	0	2	3
SUV39H1	83	65	116	70	74	208	100	81	73	290	76	56
GLOD5	0	0	0	0	0	0	0	0	0	0	0	0
GATA1	0	0	0	0	0	0	0	0	0	0	0	0
HDAC6	456	401	638	451	434	1147	165	174	152	645	128	164
ERAS	0	0	0	0	0	0	0	0	0	4	0	0
PCSK1N	8	10	23	6	6	18	11	10	36	55	12	20
TIMM17B	251	223	335	234	201	596	140	142	174	571	142	144
PQBP1	409	363	471	416	410	1227	224	247	300	955	239	205
SLC35A2	414	480	651	523	462	1230	399	394	549	1936	465	495
PIM2	128	102	151	107	106	307	39	52	62	252	45	73
OTUD5	1097	1053	1508	1017	1036	2935	342	344	306	1572	370	368
KCND1	65	60	61	32	46	113	9	11	9	76	9	17
GRIPAP1	589	577	966	690	558	1642	174	161	230	761	207	185
TFE3	1084	1029	1605	1072	1055	3303	546	522	469	2826	629	508
CCDC120	337	357	565	345	313	1076	241	204	193	916	215	222
PRAF2	1136	1071	1392	1002	1143	3081	185	215	156	511	133	144
WDR45	226	234	371	259	188	681	173	165	242	1066	238	154
GPKOW	274	247	344	279	219	801	109	113	119	588	158	148
MAGIX	7	9	15	20	12	29	8	14	19	59	5	8
PLP2	3872	3808	4795	3205	3586	9609	1160	1157	970	4483	1219	737
PRICKLE3	265	302	452	270	235	647	168	142	174	666	122	141
SYP	0	2	7	5	6	16	0	0	2	5	1	2
CACNA1F	0	0	0	0	0	2	0	2	1	1	0	2
CCDC22	114	103	158	116	114	247	130	129	201	869	157	155
FOXP3	2	3	8	5	3	4	1	2	1	0	3	0
PPP1R3F	9	14	10	10	8	30	5	4	11	39	7	13
GAGE10	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12J	0	0	0	0	0	0	0	0	0	0	1	0
GAGE13	0	0	0	0	0	0	0	0	0	0	0	0
GAGE8	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2D	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2C	0	0	0	0	0	0	0	0	0	0	0	0
GAGE4	0	0	0	0	0	0	0	0	0	0	0	0
GAGE5	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12I	0	0	0	0	0	0	0	0	0	0	0	0
GAGE7	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12F	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2B	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12E	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12G	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0	0	0	0	0	0	0
GAGE6	0	0	0	0	0	0	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0	0	0	0	0	0	0
PAGE1	0	0	0	0	0	0	0	0	0	0	0	0
PAGE4	0	0	0	0	0	0	0	0	1	0	0	0
USP27X	87	72	121	48	74	182	14	12	13	84	23	16
CLCN5	202	169	303	146	170	341	50	49	59	324	59	89
MIR532	0	0	0	0	0	0	0	0	0	0	0	0
MIR188	0	0	0	0	0	0	0	0	0	0	0	0
MIR500A	0	0	0	0	0	0	0	0	0	0	0	0
MIR362	0	0	0	0	0	0	0	0	0	0	0	0
MIR501	0	0	0	0	0	0	0	0	0	0	0	0
MIR500B	0	0	0	0	0	0	0	0	0	0	0	0
MIR660	0	0	0	0	0	0	0	0	0	0	0	0
MIR502	0	0	0	0	0	0	0	0	0	0	0	0
AKAP4	0	0	0	0	0	0	0	0	0	0	0	0
CCNB3	21	11	23	11	14	46	2	5	4	15	6	5
DGKK	0	0	0	0	0	0	0	0	0	0	0	0
SHROOM4	215	171	301	105	176	374	29	23	31	120	35	32
BMP15	0	0	0	0	0	0	0	0	0	0	0	0
NUDT10	10	7	22	9	7	20	5	4	7	49	5	1
NUDT11	154	111	191	120	117	285	59	84	133	354	100	120
GSPT2	131	139	213	81	130	279	22	33	53	266	60	50
MAGED1	2070	1795	3006	1919	1749	5397	826	835	1166	4366	976	1127
MAGED4	0	0	0	0	0	0	0	0	0	0	0	0
MAGED4B	0	0	0	0	0	0	0	0	0	0	0	0
SNORA11E	0	0	0	0	0	0	0	0	0	0	0	0
SNORA11D	0	0	0	0	0	0	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0	0	0	0	0	0	0
XAGE1A	0	0	0	0	0	0	0	0	0	0	0	0
SSX7	0	0	0	0	0	0	0	0	0	0	0	0
SSX2	0	0	0	0	0	0	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	2	0	0	0	6	1	0
XAGE5	0	0	0	0	0	0	0	0	0	0	0	0
XAGE3	0	0	0	0	0	0	0	0	0	0	0	0
FAM156A	0	1	5	1	1	3	0	0	0	0	0	0
FAM156B	0	0	0	0	0	0	9	3	8	13	8	9
GPR173	8	8	12	9	6	17	0	1	1	0	2	1
TSPYL2	1136	969	1329	866	1003	2609	106	121	146	622	203	210
KDM5C	1890	1864	2814	1999	1737	5237	848	838	857	4997	1039	1182
IQSEC2	181	196	280	194	180	505	34	40	41	162	33	57
SMC1A	2689	1965	3293	1894	2172	5982	664	675	468	3044	788	710
RIBC1	10	7	29	12	6	18	4	5	2	2	2	2
HSD17B10	741	588	1092	674	594	1957	554	600	737	2456	657	466
HUWE1	7357	6237	9967	6346	6489	19139	1649	1555	1255	9007	2344	2056
MIR98	0	2	6	0	0	0	0	0	0	0	0	0
MIRLET7F2	0	0	0	0	0	0	0	0	0	0	0	0
PHF8	499	549	747	438	450	1255	134	156	99	771	195	164
FAM120C	34	23	39	29	26	114	22	14	20	46	20	29
WNK3	15	15	38	27	27	42	2	3	4	21	4	4
TSR2	768	735	1075	647	696	2013	249	287	260	952	321	293
FGD1	171	191	256	182	158	530	79	63	53	301	90	66
GNL3L	593	544	835	487	489	1560	112	113	314	855	237	166
ITIH6	0	0	0	0	0	0	0	0	0	0	0	0
MAGED2	1212	1171	1630	1204	1019	2994	593	614	796	2931	670	770
SNORA11	1	4	11	3	1	5	1	0	0	2	0	0
TRO	9	8	5	8	4	32	3	2	2	7	2	2
PFKFB1	1	1	0	5	4	3	2	1	1	7	0	1
APEX2	471	395	576	416	354	1056	216	261	273	879	228	187
ALAS2	0	0	0	0	1	1	0	2	0	0	0	0
